Rainfall,Temperature,Humidity,N,P,K,Crop_Encoded,Soil_Encoded,Yield
-0.11737585603367155,-1.8748776756306753,0.6896896060550683,-1.4634875628133763,-1.2557375038883367,-0.18465099065949597,-0.027973438689486995,1.439633779471589,2.1520903572133245
-0.5861786162229032,-1.302570811540453,0.876455880067415,0.6701854138732366,1.1628843764949004,-0.9122228168642651,-0.027973438689486995,-1.3828434923129467,4.689315158440174
-0.7468751982351237,1.22750435954492,0.46361215322618504,1.1825349778060503,0.7767472281114915,-0.43590772840715725,-0.027973438689486995,1.439633779471589,4.088668262687703
1.8272815211125564,0.4809532854781604,-0.20726590726050848,-0.5334650963212106,0.8566895214605093,-1.5651292728698674,0.6849906140630794,-0.6772241743668126,4.406724272304687
0.5994223765594177,-0.8601875689479574,-0.1860082177100984,-0.07588744873655077,1.1282768820046984,0.8421882476516956,0.6849906140630794,1.439633779471589,6.6341053573667255
-0.686207051598285,-0.8423521565939159,-1.3603724436269835,-0.7106385429714194,2.2858476610740865,-1.500904992060236,0.6849906140630794,0.7340144615254552,5.932208615578278
0.741516691673187,-0.24650710741786752,-0.39795554516441306,0.22300735280687384,-0.9516340553036454,0.9018912530833816,1.3979546668156457,0.028395143579321314,5.18578953413844
-0.7940576903345816,0.6718296728457622,0.025891936298360948,1.0971754213661629,-0.5772201518869957,0.8863794223089699,-0.027973438689486995,0.028395143579321314,7.229061364028784
0.6215752116079438,0.2508445707124336,-1.5360737295604892,1.128055863299403,-0.7661900424374349,0.3261205334971858,1.3979546668156457,0.7340144615254552,4.566184591679904
0.3101182958678435,-0.6977398027765256,0.831651212689452,-1.338308642802671,-0.7105702734576447,0.7737965355828726,-1.4539015441946197,0.7340144615254552,2.926943358511429
-0.0014458185063127614,-0.6080153248724983,1.021181570198329,0.49849498812786075,0.25817687927938654,-2.1466658955270153,-0.7409374914420533,0.028395143579321314,5.707435045126902
-0.3353907841062302,-1.6576527204280878,-1.8138797518192158,0.5149514609407573,-1.5865731188035008,0.18488379988025025,-0.027973438689486995,-0.6772241743668126,3.307386461164924
-0.8325509595369849,0.39812657067820195,0.43285192085217206,0.31787501365069154,0.6398041369480417,-1.6126418647038823,1.3979546668156457,0.028395143579321314,4.689992717073177
0.2163034806357023,-1.5582760535509481,1.1083267689824217,1.6108659475057556,0.07100803772575813,1.714156728635023,-0.027973438689486995,0.7340144615254552,5.4308029771996775
0.1745602454923821,-0.1787549382686706,-1.550406514482995,1.5974087508366968,0.7012833774815578,-0.8396862492585015,1.3979546668156457,-0.6772241743668126,5.356181986999632
-0.4122328123618437,-0.6047481596908177,0.9265931374066939,-0.7885384282829055,-0.26665769547615525,-0.30272991310190756,-0.7409374914420533,0.028395143579321314,5.434925640257492
-0.16739010083272132,1.0701687930414934,0.5551865817310958,2.1850061362445867,-0.7761532324243379,-0.6187296959586591,-0.027973438689486995,0.028395143579321314,6.0318653574243655
-1.0412369704032667,0.28063655041798374,-0.9755498682395826,-2.0199380660289195,-0.6281771299515991,0.9074883159987644,-0.027973438689486995,0.028395143579321314,3.7909482342991314
-0.5071361605122614,-2.996736115958497,-0.4725315161298107,0.6039203255822816,0.24351288862941023,-0.20356906792509208,-1.4539015441946197,1.439633779471589,2.7912437052531964
0.21993707388071082,-1.688691912325602,1.4815855643014992,-0.807758829690594,-1.1587697634747203,-0.6153799010899431,-0.7409374914420533,-1.3828434923129467,3.0610722337730683
0.8182240498540028,-0.5551645823675049,1.0707564552908018,0.06804466554163816,-0.7834043961453989,0.7605437406985904,-0.7409374914420533,-1.3828434923129467,5.607486785087667
-0.033994818079188326,0.328478234416777,0.47698702110706365,0.45586681071866597,-1.1324148568513766,0.7757223848249467,-0.7409374914420533,0.028395143579321314,6.7307414247498
0.3555704025708593,0.6266256175463011,-0.05374746298059297,-0.5366086783027183,-0.35705907669665193,-0.020893694121492938,0.6849906140630794,-1.3828434923129467,6.034378644169994
0.15629540193773786,-1.6665228903638376,0.18546636329474034,-1.498899854347743,-2.3943603715767514,-1.7870370333926442,-0.7409374914420533,-1.3828434923129467,1.5254938212523348
-0.18326964270641252,0.6889133034399381,-1.3966199445523948,0.08590822202652765,-1.6652036386095104,1.20450275288943,-0.027973438689486995,-1.3828434923129467,5.604476773648564
0.25545351091488866,-1.2145875397796275,0.4825888771688907,1.210143972312251,-1.169013466055407,0.18370736935591553,1.3979546668156457,-1.3828434923129467,4.351690683126618
0.5034908554666847,-0.735130201703465,0.35419163919564883,0.8261506612049555,-2.8719613332253666,-0.4541351412757196,1.3979546668156457,0.028395143579321314,4.187681093273004
0.6244078781249766,-0.694822391396212,-0.1872389920491525,-0.7586560002456099,0.7023752403311198,0.7425007688537093,-0.027973438689486995,0.028395143579321314,6.004704367305349
0.8252174672659156,0.3957790207429767,2.6578476610020347,-1.2384222714489554,-0.7221101862023771,-0.925370499606595,-0.027973438689486995,-0.6772241743668126,3.3462638371517066
-1.7634951844624318,-0.3312122447097616,-0.5217994515513326,1.6843008991590216,0.5720803360695892,1.7611803294658777,-1.4539015441946197,-0.6772241743668126,3.72444961691677
-1.9761343009927166,-0.26225172502987126,-0.56081845524868,-1.1319844854211047,1.2134152784151182,-0.4289623970396827,-0.027973438689486995,-1.3828434923129467,3.8269468089377097
-1.5752792675106422,0.3063245875836363,0.07919466699789432,0.5385589154197122,-0.7123206519462594,-0.5487485736834973,-0.7409374914420533,0.028395143579321314,4.991794229669249
0.07329983937084043,1.4315543804374695,-0.14927705416547332,0.24011124218590305,-0.3534545003196713,0.381439460036619,0.6849906140630794,0.028395143579321314,6.5216230518979525
