Rainfall,Temperature,Humidity,N,P,K,Crop,Soil_Type,Yield
899.3428306022465,31.99677718293001,54.87232587538428,11.382886631839135,21.36506395035066,29.91488381572756,Rice,Black,2.680607986168092
772.347139765763,29.623168414563843,62.83221993926723,27.094224838307472,29.68796511060916,29.55903069939375,Maize,Loamy,5.0900425120767805
929.5377076201385,25.29815184960087,53.11370118500058,33.79591699867534,30.180168720444467,13.45228192843982,Sugarcane,Clay,4.905048018439647
1104.605971281605,21.76531611147213,60.38057705541439,68.31531486010286,34.72630345843406,31.038917699582754,Rice,Loamy,6.567359531877394
753.1693250553328,28.491116568067948,36.59577999569321,48.34829686800637,16.331416367191736,43.793948981860936,Maize,Black,6.392737763068728
753.1726086101639,26.967426927108747,68.19940561059408,19.96777646350163,35.92567273847331,19.70921457107846,Cotton,Loamy,2.924884487442087
1115.8425631014784,29.475966100138663,65.01808213043337,47.29054434126456,2.956083683972249,47.58179181260711,Sugarcane,Red,4.502912998482543
953.4869458305818,28.175859008409848,52.74367053397714,16.79044016592452,23.701154476361896,40.85329785301206,Cotton,Red,2.4281874199751656
706.1051228130095,30.247763576596675,74.88868502648607,56.240365808306095,25.117261575484555,26.189200136347544,Rice,Red,4.102389316300516
908.5120087171929,22.32382394219716,79.06355206439838,32.93313022273182,36.33326826071239,33.30164435194583,Sugarcane,Sandy,4.881614718104029
707.3164614375075,31.586970328171628,40.88660203446538,38.59545716891244,30.22630852676869,54.179861691692395,Maize,Red,5.183666978551002
706.8540492859486,25.987998023461998,53.55912832150679,59.88694971313285,15.944369461437134,43.80257376207039,Rice,Red,6.128610307136613
848.3924543132068,35.37630436312632,53.46286475319053,20.692546471236252,20.15006874182985,35.10540385877778,Sugarcane,Sandy,3.466066868288494
417.34395106844045,21.55406090955216,50.90145348336703,19.04322722330513,31.98680009547407,32.14780019646819,Sugarcane,Red,3.827159351642177
455.01643349739345,33.67981901582625,77.44212262897622,31.246010104809926,29.209326581354436,35.91930884541991,Cotton,Black,2.241491001426662
687.5424941518055,25.989553917313238,62.09260791840795,55.57568276528975,24.208758903642536,28.858837304692358,Rice,Red,5.116854891265561
597.4337759331153,21.74290998192776,61.03227738034084,17.209808867847364,25.19166210488021,9.743005931371826,Maize,Red,2.0476615572320354
618.3951848957578,23.3982634590284,74.53127045313839,33.23261712386502,24.823074271307853,36.86389999039282,Rice,Black,4.909394665767216
517.5392597329417,27.120829732009582,46.41112407719791,48.27611199866381,29.119087559709268,39.777767181470445,Rice,Loamy,6.082314419464665
1093.1297537843109,27.6141774401775,65.89898945399493,58.00392624608244,51.69936588080543,34.3051070014771,Wheat,Clay,5.2582560120427
754.8447399026928,22.131499980307105,69.16065406937288,33.05257956871902,15.76317363116077,26.178598391304945,Cotton,Black,2.514352263867324
813.5056409375848,24.878227038695087,85.40987893757976,33.82860089325996,11.481572684253415,32.76890622861475,Rice,Loamy,4.428074295843011
515.0503627573087,35.71135179305932,45.367694013213324,57.30851101383621,37.83589664798607,15.807262853668266,Rice,Black,3.947606878608581
691.1234550949634,33.637715850503554,19.707317662687622,11.953874504568692,23.213569387058968,62.325037976639656,Wheat,Loamy,3.7878177973091103
822.1845179419732,27.18161834837016,67.75774317130542,34.17218837225486,26.817624722573797,20.185856018931247,Wheat,Loamy,3.573239082767668
569.8012845155395,25.190017390841,92.0076677226628,42.856358348875865,22.188436218688857,22.616404593833845,Sugarcane,Black,4.446974089055847
875.1396036691344,25.600156633591308,83.58419529409156,46.738280819275516,27.401998592324876,29.716889547363195,Maize,Sandy,5.186837623671088
679.872262016239,28.06758986365208,68.14489122911938,32.35289960213676,45.98538112096341,50.45690869822853,Cotton,Black,4.815190865215714
741.6612500413446,19.886037174007974,57.62545721551929,40.51661517558762,38.021284586181196,35.17410799115185,Sugarcane,Black,6.40080014872432
679.6586775541206,23.713117312883274,77.10683894955966,2.6750896988051593,38.62223511886977,20.16637044763445,Rice,Loamy,3.4840922487269026
1170.4556369017876,16.657079630612053,50.39680700443297,30.126273814992274,15.837729442073545,50.05206032908808,Wheat,Clay,3.1600372478230643
797.3005550524132,26.996115613026397,72.14536654034329,46.80263068831701,18.488462634471308,43.77200752142578,Maize,Loamy,6.7307414247498
588.45781420882,28.235979698513706,72.5820523874994,25.265589486179806,1.6092134051457307,41.46121948659743,Sugarcane,Red,3.4723643044917503
964.5089824206378,22.58406768850313,80.90314861248319,40.88476332384396,21.90619178917246,43.588810894050084,Maize,Black,5.607486785087667
555.8312700057955,32.869933816450164,106.39490058366616,46.70308751204047,39.567031863856585,63.73234280698941,Wheat,Black,4.386152527382373
841.772719000951,18.871171684988294,70.88623950768151,34.86176198713353,35.16946515748371,61.22113874043335,Sugarcane,Sandy,5.694232167139966
408.0659752240449,17.6781255989509,57.36554561438752,42.556956564948564,27.78486737047876,26.759415883960457,Sugarcane,Loamy,4.6994739938157615
534.3627902203139,26.12225909279986,64.61638531712008,25.559011520730817,29.77699716281947,54.486619913733826,Maize,Sandy,3.8426019997424348
839.3722471738247,30.235491513060772,38.46386142666323,36.9008308045593,23.111144574245944,39.5980182771068,Wheat,Black,3.761264452243983
947.6933159990821,33.419638457289345,54.579303033664125,49.15324254383834,32.04758882401784,40.98914979365299,Rice,Loamy,6.009478854462385
834.2736562379941,22.7055786856553,58.86076342830344,42.35459441452652,37.65878279480615,14.692750020280059,Sugarcane,Loamy,6.527494932189921
776.8703435223518,30.39340416715648,57.138674030981115,31.202030956540966,13.841132125895271,32.955370815341645,Rice,Red,2.536751393151925
739.7792608821422,24.807457652496463,67.28532308050583,43.363246064361896,32.99647687837348,25.24611691596122,Wheat,Red,3.5917292080159893
504.2956019265145,24.136863500295902,52.66370101426699,50.71914685954927,39.32434870954667,44.93670577871971,Sugarcane,Clay,6.830169567458929
656.0311583210582,29.41829968743336,81.81546000986707,9.25088082133783,25.848997110366305,47.85296600483366,Sugarcane,Red,4.50204797686632
707.8722458080425,28.2616143920671,65.00310597377296,57.386110974338465,37.00700612120583,10.106163787804263,Rice,Loamy,5.918747418201155
1011.4244452437831,17.118039215078753,64.86049518292079,34.95617891978392,58.14654444472553,34.735581631948754,Cotton,Red,2.3012037951165136
868.7236579136923,32.38270174862948,60.081579252306234,46.382348998603455,28.95657207013108,48.46233805753103,Rice,Clay,5.407178876479644
447.3919689274532,31.900456770737257,67.32786025788468,57.95870385467842,33.93307050005323,32.75985245223866,Rice,Black,4.464543567849258
864.8167938789591,21.872186492452354,77.37647397001452,19.42489454154301,22.619429163386084,43.74876374002837,Cotton,Red,2.9269433585114295
722.9835439167367,26.979017667187044,51.9930467643365,29.3583849635868,31.812511626020505,39.21398561152501,Wheat,Loamy,4.918240552469459
664.6155999388083,27.470150931413695,55.12825266387115,35.67176956186443,34.60271624982304,39.099922783431516,Wheat,Black,4.751785221913861
922.3352577681736,26.303368829119535,60.44410956835003,28.243697183133577,31.94842340270138,31.74422026318043,Sugarcane,Loamy,6.525123678251034
1006.1999044991902,22.2484742307729,44.811936147901775,66.02404863755213,19.80304680291143,20.401030350371485,Maize,Black,4.795332153078171
986.2560238232397,21.641883160309742,52.71113210417754,27.14841859259811,32.06361771325451,21.54163823089967,Maize,Loamy,4.853500052917293
632.1564953554723,24.872229645042772,57.85668689683011,31.666798307697,44.62195938717637,43.512230173463806,Sugarcane,Red,6.458029045930715
738.1575248297571,30.86364509629682,78.11583771069091,43.065835474044654,34.486357645145276,35.2334990662266,Maize,Red,4.177946895527373
866.2526862807129,27.71800077297216,68.93841993502888,21.967757108858667,39.619871890718414,33.3378530647133,Rice,Clay,5.136771532960483
995.1090254244718,23.14692833956947,67.90384867051317,34.06478932365604,27.629880299873722,29.91331949213177,Rice,Black,4.8722065165784425
704.165152430942,28.858493553241722,77.76346943251959,44.761798918752625,37.4990023942371,31.33773385423098,Cotton,Clay,4.03851676660877
762.8682046672366,10.757286896849623,62.93942317400905,35.00709393426233,32.792678382165256,47.562941533857675,Cotton,Sandy,2.452962711588648
578.7330051987943,30.743828501860516,70.85697274893334,38.599197116500775,20.490892703127678,30.97707101758368,Sugarcane,Red,3.089852935472314
560.7586751838659,16.301431106109504,63.451673706012556,32.06001831327444,33.18521004798875,18.907223440381173,Sugarcane,Black,3.4556582644756015
